Municipality,MinTimeToNearestStation,FloorPlan,Area,BuildingYear,Structure,Year,Renovation,TradePrice
Adachi Ward,6.0,1K,25,2018.0,RC,2018,Done,30000000
Adachi Ward,6.0,1K,25,2018.0,RC,2018,Not yet,29000000
Adachi Ward,7.0,1K,25,2018.0,RC,2018,Not yet,29000000
Adachi Ward,6.0,1K,25,2018.0,RC,2018,Not yet,28000000
Adachi Ward,6.0,1K,25,2018.0,RC,2018,Not yet,30000000
Adachi Ward,5.0,3LDK,60,2012.0,RC,2018,Not yet,37000000
Adachi Ward,5.0,3LDK,55,1986.0,SRC,2018,Done,25000000
Adachi Ward,5.0,1DK,50,2012.0,RC,2018,Not yet,38000000
Adachi Ward,6.0,2LDK,45,1978.0,SRC,2016,Not yet,13000000
Adachi Ward,6.0,3LDK,65,1997.0,SRC,2015,Not yet,32000000
Adachi Ward,5.0,2LDK,50,2012.0,RC,2015,Not yet,32000000
Adachi Ward,4.0,3LDK,60,2012.0,RC,2014,Not yet,35000000
Adachi Ward,5.0,3LDK,55,2012.0,RC,2014,Done,37000000
Adachi Ward,6.0,3LDK,70,1997.0,SRC,2014,Not yet,27000000
Adachi Ward,3.0,3LDK,70,2015.0,RC,2019,Not yet,47000000
Adachi Ward,4.0,1LDK,45,2012.0,RC,2018,Not yet,34000000
Adachi Ward,6.0,2LDK,60,1985.0,SRC,2018,Not yet,27000000
Adachi Ward,3.0,3LDK,75,2012.0,RC,2018,Not yet,41000000
Adachi Ward,3.0,3LDK,75,2012.0,RC,2018,Done,44000000
Adachi Ward,3.0,3LDK,70,2015.0,RC,2018,Done,49000000
Adachi Ward,7.0,2LDK,70,1981.0,RC,2018,Done,26000000
Adachi Ward,6.0,3LDK,55,1985.0,SRC,2017,Done,27000000
Adachi Ward,3.0,3LDK,70,2015.0,RC,2017,Not yet,46000000
Adachi Ward,6.0,3LDK,55,1985.0,SRC,2017,Not yet,16000000
Adachi Ward,3.0,1DK,35,2016.0,RC,2016,Not yet,38000000
Adachi Ward,4.0,1LDK,45,2012.0,RC,2016,Not yet,28000000
Adachi Ward,2.0,3LDK,60,2014.0,RC,2016,Not yet,36000000
Adachi Ward,3.0,2LDK,80,2012.0,RC,2016,Not yet,45000000
Adachi Ward,7.0,2LDK,60,1981.0,RC,2015,Done,21000000
Adachi Ward,3.0,4LDK,80,2012.0,RC,2015,Not yet,44000000
Adachi Ward,6.0,2LDK,60,1985.0,SRC,2015,Not yet,17000000
Adachi Ward,3.0,3LDK,75,2012.0,RC,2015,Not yet,37000000
Adachi Ward,16.0,1LDK,45,1984.0,SRC,2016,Not yet,16000000
Adachi Ward,4.0,3LDK,75,2014.0,RC,2019,Not yet,49000000
Adachi Ward,9.0,3LDK,45,1984.0,S,2018,Not yet,14000000
Adachi Ward,4.0,3LDK,70,2014.0,RC,2017,Not yet,45000000
Adachi Ward,4.0,3LDK,70,2014.0,RC,2017,Not yet,44000000
Adachi Ward,10.0,1R,15,1988.0,RC,2017,Not yet,5000000
Adachi Ward,11.0,3LDK,60,1995.0,RC,2016,Not yet,30000000
Adachi Ward,8.0,2K,20,1988.0,S,2016,Done,5600000
Adachi Ward,8.0,1DK,35,1988.0,RC,2015,Done,19000000
Adachi Ward,8.0,4LDK,75,2005.0,RC,2015,Done,34000000
Adachi Ward,9.0,1LDK,40,2017.0,RC,2018,Not yet,37000000
Adachi Ward,8.0,2DK,45,1980.0,SRC,2018,Done,28000000
Adachi Ward,8.0,3DK,50,1980.0,SRC,2017,Not yet,16000000
Adachi Ward,8.0,3DK,50,1980.0,SRC,2016,Done,17000000
Adachi Ward,8.0,1K,20,2015.0,RC,2016,Not yet,20000000
Adachi Ward,8.0,1K,20,2015.0,RC,2016,Not yet,22000000
Adachi Ward,8.0,1K,20,2015.0,RC,2015,Not yet,22000000
Adachi Ward,8.0,1K,20,2015.0,RC,2015,Not yet,23000000
Adachi Ward,8.0,2LDK,50,1980.0,SRC,2015,Done,18000000
Adachi Ward,8.0,1K,20,2015.0,RC,2015,Not yet,23000000
Adachi Ward,7.0,1K,20,2015.0,RC,2015,Not yet,22000000
Adachi Ward,8.0,1K,20,2015.0,RC,2015,Not yet,23000000
Adachi Ward,8.0,1K,20,2015.0,RC,2015,Not yet,23000000
Adachi Ward,8.0,1K,20,2015.0,RC,2015,Not yet,23000000
Adachi Ward,8.0,2LDK,50,1980.0,SRC,2015,Not yet,22000000
Adachi Ward,8.0,3DK,50,1980.0,SRC,2014,Not yet,13000000
Adachi Ward,21.0,2LDK,45,1978.0,SRC,2019,Not yet,10000000
Adachi Ward,20.0,3K,45,1978.0,SRC,2018,Not yet,10000000
Adachi Ward,19.0,3LDK,75,2014.0,RC,2018,Not yet,35000000
Adachi Ward,19.0,4LDK,80,2014.0,RC,2018,Not yet,38000000
Adachi Ward,19.0,3LDK,75,2014.0,RC,2017,Not yet,29000000
Adachi Ward,18.0,4LDK,45,1987.0,S,2017,Done,17000000
Adachi Ward,19.0,2LDK,65,2014.0,RC,2016,Not yet,33000000
Adachi Ward,19.0,3DK,45,1987.0,RC,2016,Done,14000000
Adachi Ward,6.0,1LDK,60,1995.0,SRC,2019,Done,33000000
Adachi Ward,11.0,4LDK,75,2007.0,RC,2018,Not yet,36000000
Adachi Ward,5.0,2LDK,55,2006.0,RC,2018,Not yet,29000000
Adachi Ward,16.0,2LDK,70,1991.0,RC,2018,Not yet,18000000
Adachi Ward,5.0,2LDK,55,2006.0,RC,2018,Done,32000000
Adachi Ward,16.0,2LDK,60,1991.0,RC,2018,Not yet,18000000
Adachi Ward,6.0,2DK,60,1995.0,SRC,2018,Done,27000000
Adachi Ward,4.0,2LDK,50,1995.0,SRC,2017,Done,24000000
Adachi Ward,5.0,2LDK,60,1994.0,SRC,2017,Not yet,22000000
Adachi Ward,6.0,3LDK,60,1995.0,SRC,2017,Not yet,18000000
Adachi Ward,14.0,3LDK,60,1992.0,RC,2017,Not yet,11000000
Adachi Ward,10.0,4LDK,65,1996.0,RC,2017,Not yet,20000000
Adachi Ward,6.0,2LDK,60,1995.0,SRC,2016,Done,26000000
Adachi Ward,6.0,3LDK,70,1995.0,SRC,2016,Not yet,26000000
Adachi Ward,5.0,3LDK,60,1995.0,SRC,2016,Done,31000000
Adachi Ward,5.0,3LDK,55,1995.0,SRC,2016,Done,25000000
Adachi Ward,11.0,4LDK,75,2007.0,RC,2015,Not yet,30000000
Adachi Ward,11.0,3LDK,70,2006.0,RC,2015,Not yet,25000000
Adachi Ward,16.0,3LDK,55,1991.0,RC,2015,Done,19000000
Adachi Ward,9.0,2DK,45,1972.0,S,2015,Done,15000000
Adachi Ward,16.0,3LDK,60,1996.0,RC,2015,Not yet,12000000
Adachi Ward,9.0,2LDK,50,1972.0,S,2014,Not yet,12000000
Adachi Ward,11.0,3LDK,65,2006.0,RC,2014,Not yet,22000000
Adachi Ward,11.0,3LDK,70,2006.0,RC,2014,Not yet,28000000
Adachi Ward,5.0,2LDK+S,60,1994.0,SRC,2014,Not yet,19000000
Adachi Ward,8.0,3LDK,75,1999.0,RC,2014,Not yet,27000000
Adachi Ward,30.0,2LDK,50,1988.0,SRC,2018,Not yet,14000000
Adachi Ward,30.0,3LDK,55,1988.0,SRC,2018,Done,19000000
Adachi Ward,14.0,3LDK,65,1998.0,RC,2016,Not yet,19000000
Adachi Ward,30.0,3LDK,55,1988.0,SRC,2014,Not yet,9300000
Adachi Ward,14.0,3LDK,70,1998.0,RC,2014,Not yet,23000000
Adachi Ward,18.0,2LDK,60,1980.0,SRC,2019,Done,17000000
Adachi Ward,13.0,3LDK,65,2013.0,RC,2019,Not yet,31000000
Adachi Ward,8.0,2LDK,50,2014.0,RC,2019,Not yet,26000000
Adachi Ward,18.0,3LDK,65,1986.0,RC,2019,Not yet,17000000
Adachi Ward,13.0,3LDK,65,2013.0,RC,2019,Not yet,33000000
Adachi Ward,13.0,3LDK,70,2013.0,RC,2018,Not yet,35000000
Adachi Ward,14.0,3LDK,70,2003.0,RC,2018,Done,34000000
Adachi Ward,18.0,2LDK,55,1986.0,RC,2018,Done,20000000
Adachi Ward,18.0,3LDK,80,1986.0,RC,2018,Done,23000000
Adachi Ward,13.0,3LDK,60,1995.0,SRC,2018,Not yet,25000000
Adachi Ward,14.0,3LDK,70,2003.0,RC,2018,Not yet,27000000
Adachi Ward,13.0,3LDK,60,1995.0,SRC,2018,Not yet,25000000
Adachi Ward,13.0,3LDK,65,2013.0,RC,2018,Done,36000000
Adachi Ward,13.0,3LDK,75,2000.0,SRC,2018,Done,26000000
Adachi Ward,13.0,3LDK,70,2003.0,RC,2017,Done,32000000
Adachi Ward,18.0,3LDK,65,1995.0,RC,2017,Done,19000000
Adachi Ward,18.0,3LDK,65,1995.0,RC,2017,Done,19000000
Adachi Ward,11.0,2LDK,55,1990.0,RC,2017,Not yet,14000000
Adachi Ward,11.0,2DK,45,1978.0,SRC,2017,Done,16000000
Adachi Ward,15.0,3LDK,65,2013.0,RC,2017,Not yet,31000000
Adachi Ward,13.0,3LDK,80,2008.0,RC,2017,Not yet,44000000
Adachi Ward,13.0,3LDK,60,2003.0,RC,2017,Done,28000000
Adachi Ward,14.0,3LDK,55,1994.0,RC,2016,Done,23000000
Adachi Ward,9.0,2LDK,50,2008.0,RC,2016,Not yet,24000000
Adachi Ward,14.0,3LDK,65,1995.0,RC,2016,Done,19000000
Adachi Ward,13.0,3LDK,65,2003.0,RC,2016,Done,28000000
Adachi Ward,12.0,3LDK,60,1995.0,RC,2016,Not yet,18000000
Adachi Ward,16.0,3DK,50,1985.0,RC,2016,Not yet,9000000
Adachi Ward,16.0,3DK,50,1985.0,RC,2016,Done,14000000
Adachi Ward,12.0,3LDK,75,1995.0,RC,2016,Not yet,28000000
Adachi Ward,9.0,3LDK,65,2008.0,RC,2015,Not yet,29000000
Adachi Ward,13.0,3LDK,60,2003.0,RC,2015,Not yet,18000000
Adachi Ward,13.0,3LDK,80,2000.0,SRC,2014,Not yet,26000000
Adachi Ward,15.0,1LDK,35,1990.0,RC,2014,Not yet,7300000
Adachi Ward,10.0,1LDK,45,2014.0,RC,2014,Not yet,35000000
Adachi Ward,7.0,1LDK,45,2014.0,RC,2014,Not yet,35000000
Adachi Ward,10.0,3LDK,65,2008.0,RC,2014,Not yet,26000000
Adachi Ward,15.0,2DK,35,1990.0,RC,2014,Done,6500000
Adachi Ward,11.0,2DK,45,1990.0,RC,2014,Done,10000000
Adachi Ward,16.0,3LDK,60,1985.0,RC,2014,Done,12000000
Adachi Ward,12.0,3LDK,55,1976.0,SRC,2019,Not yet,10000000
Adachi Ward,12.0,3LDK,55,1976.0,SRC,2019,Done,23000000
Adachi Ward,11.0,3LDK,60,1987.0,RC,2019,Not yet,16000000
Adachi Ward,12.0,3LDK,55,1976.0,SRC,2019,Done,21000000
Adachi Ward,14.0,3LDK,60,1980.0,SRC,2018,Done,22000000
Adachi Ward,12.0,3LDK,55,1976.0,SRC,2018,Done,19000000
Adachi Ward,9.0,3LDK,65,2001.0,SRC,2018,Not yet,27000000
Adachi Ward,9.0,3LDK,70,2001.0,SRC,2018,Not yet,34000000
Adachi Ward,13.0,3LDK,70,2004.0,RC,2018,Not yet,29000000
Adachi Ward,7.0,3LDK,70,2000.0,RC,2018,Done,33000000
Adachi Ward,7.0,2LDK,65,2000.0,RC,2018,Not yet,26000000
Adachi Ward,18.0,3LDK,60,2004.0,RC,2018,Not yet,18000000
Adachi Ward,9.0,3LDK,65,2001.0,SRC,2018,Done,27000000
Adachi Ward,14.0,2LDK,50,1980.0,SRC,2017,Not yet,7800000
Adachi Ward,6.0,3LDK,60,2000.0,RC,2017,Not yet,20000000
Adachi Ward,13.0,2LDK,65,2004.0,RC,2017,Not yet,27000000
Adachi Ward,8.0,3LDK,60,1987.0,RC,2017,Not yet,18000000
Adachi Ward,18.0,3LDK,60,2004.0,RC,2017,Not yet,21000000
Adachi Ward,7.0,2LDK,50,2000.0,RC,2017,Done,23000000
Adachi Ward,7.0,2LDK,50,2000.0,RC,2017,Not yet,19000000
Adachi Ward,12.0,3LDK,65,1976.0,SRC,2017,Done,23000000
Adachi Ward,9.0,2LDK,55,1992.0,SRC,2017,Not yet,17000000
Adachi Ward,14.0,2LDK,75,1982.0,RC,2017,Done,20000000
Adachi Ward,12.0,3LDK,55,1976.0,SRC,2017,Done,7700000
Adachi Ward,12.0,3LDK,55,1976.0,SRC,2016,Done,18000000
Adachi Ward,9.0,2LDK,50,1992.0,SRC,2016,Done,19000000
Adachi Ward,11.0,2LDK,50,2000.0,RC,2016,Done,21000000
Adachi Ward,12.0,3LDK,55,1976.0,SRC,2016,Done,18000000
Adachi Ward,10.0,3LDK,55,1987.0,RC,2016,Not yet,14000000
Adachi Ward,9.0,3LDK,70,2001.0,SRC,2016,Not yet,30000000
Adachi Ward,13.0,2LDK,65,2004.0,RC,2016,Done,27000000
Adachi Ward,12.0,3DK,55,1976.0,SRC,2016,Not yet,7300000
Adachi Ward,18.0,3LDK,70,1989.0,RC,2016,Done,17000000
Adachi Ward,12.0,3DK,55,1976.0,SRC,2016,Not yet,7000000
Adachi Ward,14.0,2LDK,75,1982.0,RC,2015,Not yet,13000000
Adachi Ward,10.0,3LDK,70,1977.0,SRC,2015,Done,22000000
Adachi Ward,14.0,3LDK,65,1980.0,SRC,2015,Done,20000000
Adachi Ward,14.0,3DK,60,1980.0,SRC,2015,Not yet,13000000
Adachi Ward,13.0,3LDK,65,2014.0,RC,2015,Not yet,38000000
Adachi Ward,7.0,3LDK,65,2001.0,RC,2015,Not yet,27000000
Adachi Ward,14.0,3LDK,60,1980.0,SRC,2015,Done,18000000
Adachi Ward,10.0,3LDK,75,1977.0,SRC,2015,Done,24000000
Adachi Ward,18.0,3LDK,60,2004.0,RC,2015,Not yet,20000000
Adachi Ward,3.0,3LDK,65,1984.0,SRC,2015,Done,17000000
Adachi Ward,12.0,3LDK,65,2014.0,RC,2015,Not yet,37000000
Adachi Ward,13.0,3LDK,70,2004.0,RC,2015,Not yet,24000000
Adachi Ward,11.0,3LDK,70,1977.0,SRC,2015,Done,22000000
Adachi Ward,14.0,3LDK,60,1980.0,SRC,2015,Done,17000000
Adachi Ward,12.0,3DK,55,1976.0,SRC,2015,Done,16000000
Adachi Ward,11.0,3LDK,65,2000.0,RC,2015,Not yet,23000000
Adachi Ward,8.0,3LDK,65,2000.0,RC,2015,Done,24000000
Adachi Ward,14.0,3LDK,60,1980.0,SRC,2015,Not yet,19000000
Adachi Ward,13.0,3LDK,65,2014.0,RC,2014,Not yet,36000000
Adachi Ward,16.0,3LDK,60,1980.0,SRC,2014,Done,9600000
Adachi Ward,13.0,2LDK,80,1983.0,RC,2014,Not yet,13000000
Adachi Ward,14.0,3LDK,60,1980.0,SRC,2014,Done,16000000
Adachi Ward,12.0,2LDK,55,1976.0,SRC,2014,Done,15000000
Adachi Ward,14.0,3LDK,60,1980.0,SRC,2014,Done,17000000
Adachi Ward,13.0,3LDK,70,2004.0,RC,2014,Done,28000000
Adachi Ward,15.0,3LDK,65,2014.0,RC,2014,Not yet,35000000
Adachi Ward,15.0,3LDK,65,2014.0,RC,2014,Not yet,38000000
Adachi Ward,5.0,2LDK,70,2006.0,RC,2014,Not yet,32000000
Adachi Ward,13.0,3LDK,70,2004.0,RC,2014,Done,27000000
Adachi Ward,7.0,3LDK,65,2000.0,RC,2014,Done,25000000
Adachi Ward,8.0,3LDK,70,1977.0,SRC,2014,Done,20000000
Adachi Ward,16.0,3LDK,60,1980.0,SRC,2014,Done,17000000
Adachi Ward,16.0,3LDK,70,1989.0,RC,2014,Done,21000000
Adachi Ward,9.0,3LDK,70,2001.0,SRC,2014,Not yet,26000000
Adachi Ward,10.0,4DK,75,1977.0,SRC,2014,Done,16000000
Adachi Ward,14.0,1LDK,40,1990.0,RC,2016,Not yet,11000000
Adachi Ward,14.0,3LDK,60,1990.0,RC,2015,Done,17000000
Adachi Ward,15.0,2LDK,55,2009.0,RC,2014,Not yet,14000000
Adachi Ward,14.0,3LDK,45,1994.0,RC,2019,Done,22000000
Adachi Ward,14.0,3LDK,55,1994.0,RC,2018,Done,28000000
Adachi Ward,15.0,1K,20,1991.0,RC,2017,Not yet,5000000
Adachi Ward,18.0,2DK,35,1989.0,RC,2016,Not yet,7200000
Adachi Ward,15.0,1DK,20,1989.0,RC,2015,Done,6400000
Adachi Ward,18.0,2DK,45,1989.0,RC,2014,Done,8600000
Adachi Ward,16.0,3LDK,60,2007.0,RC,2019,Not yet,27000000
Adachi Ward,12.0,2DK,40,1990.0,RC,2018,Not yet,14000000
Adachi Ward,16.0,3LDK,60,2007.0,RC,2018,Not yet,26000000
Adachi Ward,16.0,3LDK,75,2007.0,RC,2017,Done,37000000
Adachi Ward,16.0,3LDK,60,2007.0,RC,2017,Not yet,27000000
Adachi Ward,14.0,1K,20,1991.0,RC,2017,Not yet,7600000
Adachi Ward,14.0,3LDK,65,1981.0,RC,2017,Done,25000000
Adachi Ward,15.0,2LDK,50,1994.0,RC,2017,Not yet,16000000
Adachi Ward,16.0,4LDK,80,2007.0,RC,2017,Not yet,37000000
Adachi Ward,15.0,2LDK,50,1994.0,RC,2016,Done,21000000
Adachi Ward,12.0,2DK,40,1990.0,RC,2016,Done,13000000
Adachi Ward,13.0,3LDK,65,2009.0,RC,2016,Done,27000000
Adachi Ward,16.0,2LDK,75,2007.0,RC,2016,Not yet,35000000
Adachi Ward,13.0,3LDK+S,75,1986.0,RC,2016,Done,25000000
Adachi Ward,12.0,1K,25,1990.0,RC,2016,Not yet,17000000
Adachi Ward,11.0,3LDK,60,1988.0,RC,2016,Done,26000000
Adachi Ward,13.0,1K,25,1990.0,RC,2016,Not yet,16000000
Adachi Ward,13.0,3LDK,70,2004.0,RC,2016,Not yet,27000000
Adachi Ward,16.0,4LDK,75,2007.0,RC,2015,Not yet,32000000
Adachi Ward,12.0,3DK,55,1990.0,RC,2015,Done,23000000
Adachi Ward,16.0,2LDK,65,2008.0,RC,2015,Not yet,25000000
Adachi Ward,17.0,2LDK,55,1986.0,SRC,2015,Not yet,18000000
Adachi Ward,12.0,2LDK,50,1995.0,RC,2015,Done,23000000
Adachi Ward,14.0,3LDK,70,1981.0,RC,2015,Done,20000000
Adachi Ward,17.0,3LDK,55,1986.0,SRC,2015,Not yet,14000000
Adachi Ward,12.0,3LDK,60,2000.0,RC,2015,Done,29000000
Adachi Ward,8.0,3LDK,70,2002.0,RC,2014,Not yet,30000000
Adachi Ward,11.0,1K,15,1989.0,RC,2014,Not yet,6500000
Adachi Ward,14.0,1K,20,1991.0,RC,2014,Not yet,8800000
Adachi Ward,21.0,1K,20,1988.0,RC,2014,Done,7000000
Adachi Ward,8.0,3LDK,65,2002.0,RC,2014,Not yet,28000000
Adachi Ward,11.0,2LDK,50,1982.0,SRC,2014,Done,17000000
Adachi Ward,11.0,2DK,45,1988.0,RC,2014,Done,17000000
Adachi Ward,14.0,2LDK,65,2008.0,RC,2019,Done,33000000
Adachi Ward,9.0,2LDK,55,1985.0,SRC,2019,Done,19000000
Adachi Ward,11.0,1LDK,40,1974.0,SRC,2019,Not yet,12000000
Adachi Ward,10.0,3LDK,70,2008.0,RC,2019,Not yet,31000000
Adachi Ward,10.0,2LDK,60,1986.0,SRC,2019,Done,28000000
Adachi Ward,9.0,3LDK,55,1983.0,RC,2019,Not yet,17000000
Adachi Ward,8.0,2LDK,60,1992.0,RC,2019,Done,27000000
Adachi Ward,14.0,3LDK,60,2008.0,RC,2019,Not yet,28000000
Adachi Ward,11.0,2LDK,45,1974.0,SRC,2018,Done,16000000
Adachi Ward,8.0,3LDK,60,1999.0,SRC,2018,Done,28000000
Adachi Ward,11.0,2DK,40,1974.0,SRC,2018,Done,27000000
Adachi Ward,8.0,1DK,40,1992.0,RC,2018,Not yet,16000000
Adachi Ward,8.0,3LDK,60,1993.0,RC,2018,Not yet,14000000
Adachi Ward,14.0,2LDK,60,2008.0,RC,2018,Not yet,28000000
Adachi Ward,11.0,1DK,25,1976.0,SRC,2018,Not yet,5900000
Adachi Ward,9.0,3DK,55,1985.0,SRC,2018,Not yet,16000000
Adachi Ward,8.0,3LDK,60,1992.0,RC,2018,Done,30000000
Adachi Ward,11.0,3LDK,65,2008.0,RC,2018,Not yet,31000000
Adachi Ward,9.0,2LDK,60,1992.0,RC,2018,Not yet,23000000
Adachi Ward,10.0,2LDK,60,1986.0,SRC,2018,Done,26000000
Adachi Ward,14.0,3LDK,60,2008.0,RC,2018,Not yet,24000000
Adachi Ward,14.0,3LDK,55,1986.0,SRC,2018,Done,25000000
Adachi Ward,8.0,3LDK,60,1992.0,RC,2018,Not yet,20000000
Adachi Ward,9.0,3LDK,65,1999.0,SRC,2018,Not yet,33000000
Adachi Ward,8.0,2LDK,55,1999.0,SRC,2018,Done,25000000
Adachi Ward,11.0,2DK,45,1974.0,SRC,2018,Done,15000000
Adachi Ward,13.0,3LDK,55,1987.0,RC,2018,Done,23000000
Adachi Ward,12.0,3LDK,70,1998.0,RC,2017,Not yet,25000000
Adachi Ward,11.0,2DK,35,1974.0,SRC,2017,Done,11000000
Adachi Ward,10.0,2LDK,50,1983.0,RC,2017,Not yet,15000000
Adachi Ward,8.0,1DK,30,1992.0,SRC,2017,Not yet,9600000
Adachi Ward,11.0,2K,25,1976.0,SRC,2017,Done,6900000
Adachi Ward,14.0,1K,20,1988.0,RC,2017,Not yet,8000000
Adachi Ward,11.0,2DK,40,1974.0,SRC,2017,Done,10000000
Adachi Ward,10.0,3LDK,60,1986.0,SRC,2017,Not yet,17000000
Adachi Ward,7.0,3LDK,70,2008.0,RC,2017,Not yet,34000000
Adachi Ward,11.0,2K,35,1974.0,SRC,2017,Not yet,4000000
Adachi Ward,10.0,3LDK,60,1996.0,RC,2017,Not yet,22000000
Adachi Ward,11.0,1R,35,1974.0,SRC,2017,Not yet,6100000
Adachi Ward,15.0,1K,15,1988.0,RC,2017,Not yet,5700000
Adachi Ward,14.0,2LDK,65,2008.0,RC,2017,Not yet,31000000
Adachi Ward,9.0,3DK,55,1985.0,SRC,2017,Not yet,12000000
Adachi Ward,12.0,3LDK,65,2007.0,RC,2017,Not yet,29000000
Adachi Ward,8.0,2LDK,65,1999.0,SRC,2017,Done,30000000
Adachi Ward,8.0,1LDK,50,1993.0,RC,2017,Not yet,17000000
Adachi Ward,10.0,3LDK,60,1986.0,SRC,2017,Not yet,11000000
Adachi Ward,11.0,2DK,35,1974.0,SRC,2017,Not yet,3000000
Adachi Ward,11.0,2LDK,40,1974.0,SRC,2017,Not yet,7500000
Adachi Ward,8.0,2LDK+S,50,1993.0,RC,2017,Done,20000000
Adachi Ward,11.0,3LDK,45,1974.0,SRC,2017,Not yet,6000000
Adachi Ward,11.0,2K,25,1976.0,SRC,2016,Done,6500000
Adachi Ward,14.0,1K,20,1988.0,RC,2016,Not yet,5800000
Adachi Ward,14.0,4LDK,75,2007.0,RC,2016,Not yet,39000000
Adachi Ward,14.0,1K,20,1988.0,RC,2016,Not yet,6000000
Adachi Ward,10.0,3LDK,65,1986.0,SRC,2016,Not yet,12000000
Adachi Ward,13.0,3LDK,70,2007.0,RC,2016,Done,30000000
Adachi Ward,14.0,2LDK,45,1986.0,SRC,2016,Not yet,15000000
Adachi Ward,10.0,2DK,50,1983.0,RC,2016,Done,19000000
Adachi Ward,13.0,3LDK,65,2007.0,RC,2016,Not yet,28000000
Adachi Ward,12.0,3LDK,65,1997.0,RC,2016,Not yet,21000000
Adachi Ward,10.0,3LDK,60,1996.0,RC,2016,Not yet,20000000
Adachi Ward,10.0,2LDK,50,1983.0,RC,2016,Done,20000000
Adachi Ward,10.0,2LDK,50,1986.0,SRC,2016,Not yet,18000000
Adachi Ward,13.0,4LDK,80,2007.0,RC,2016,Not yet,36000000
Adachi Ward,11.0,1DK,25,1976.0,SRC,2015,Done,8800000
Adachi Ward,13.0,4LDK,75,2007.0,RC,2015,Not yet,28000000
Adachi Ward,15.0,3LDK,60,2008.0,RC,2015,Not yet,26000000
Adachi Ward,11.0,1K,25,1974.0,SRC,2015,Not yet,3800000
Adachi Ward,8.0,2LDK,55,1992.0,RC,2015,Done,20000000
Adachi Ward,13.0,3LDK,70,2007.0,RC,2015,Not yet,27000000
Adachi Ward,13.0,3LDK,70,2007.0,RC,2015,Not yet,28000000
Adachi Ward,10.0,3LDK,60,1986.0,SRC,2015,Not yet,15000000
Adachi Ward,11.0,1DK,30,1974.0,SRC,2015,Done,7800000
Adachi Ward,13.0,3LDK,70,2007.0,RC,2015,Not yet,30000000
Adachi Ward,13.0,3LDK,70,2007.0,RC,2015,Not yet,35000000
Adachi Ward,12.0,3LDK,60,1997.0,RC,2015,Not yet,14000000
Adachi Ward,13.0,3LDK,75,2007.0,RC,2014,Not yet,31000000
Adachi Ward,11.0,2K,25,1976.0,SRC,2014,Not yet,4300000
Adachi Ward,8.0,3LDK,60,1999.0,SRC,2014,Not yet,17000000
Adachi Ward,13.0,3LDK,60,2007.0,RC,2014,Not yet,24000000
Adachi Ward,8.0,3LDK,50,1992.0,SRC,2014,Not yet,14000000
Adachi Ward,10.0,3LDK,60,2008.0,RC,2014,Not yet,21000000
Adachi Ward,13.0,4LDK,70,2007.0,RC,2014,Done,28000000
Adachi Ward,11.0,2LDK,60,2004.0,RC,2014,Not yet,21000000
Adachi Ward,11.0,1DK,30,1974.0,SRC,2014,Done,7800000
Adachi Ward,13.0,2DK,25,1976.0,SRC,2014,Not yet,4200000
Adachi Ward,8.0,2LDK,40,1993.0,RC,2014,Done,14000000
Adachi Ward,8.0,2DK,40,1993.0,RC,2014,Not yet,1200000
Adachi Ward,8.0,3DK,55,1993.0,RC,2014,Not yet,9600000
Adachi Ward,13.0,3LDK,80,2007.0,RC,2014,Done,36000000
Adachi Ward,14.0,3LDK,65,2008.0,RC,2014,Not yet,34000000
Adachi Ward,11.0,2K,25,1976.0,SRC,2014,Not yet,3900000
Adachi Ward,8.0,2LDK,40,1993.0,RC,2014,Not yet,7000000
Adachi Ward,12.0,3LDK,65,1998.0,RC,2014,Not yet,19000000
Adachi Ward,5.0,1LDK,35,2011.0,RC,2018,Not yet,23000000
Adachi Ward,2.0,1DK,30,2017.0,RC,2018,Not yet,33000000
Adachi Ward,3.0,1DK,30,2017.0,RC,2018,Not yet,32000000
Adachi Ward,2.0,1DK,30,2017.0,RC,2018,Not yet,32000000
Adachi Ward,3.0,1DK,30,2017.0,RC,2018,Not yet,33000000
Adachi Ward,1.0,1K,25,2014.0,RC,2019,Not yet,16000000
Adachi Ward,1.0,1K,25,2014.0,RC,2019,Not yet,15000000
Adachi Ward,4.0,4LDK,80,2008.0,RC,2018,Not yet,20000000
Adachi Ward,1.0,1K,25,2014.0,RC,2018,Not yet,14000000
Adachi Ward,6.0,2DK,55,2006.0,RC,2018,Done,22000000
Adachi Ward,2.0,3LDK,70,2009.0,RC,2018,Done,29000000
Adachi Ward,2.0,2LDK,55,2013.0,RC,2018,Done,30000000
Adachi Ward,6.0,3LDK,70,2006.0,RC,2018,Not yet,23000000
Adachi Ward,2.0,3LDK,70,2009.0,RC,2017,Not yet,25000000
Adachi Ward,2.0,2LDK,55,2009.0,RC,2017,Not yet,20000000
Adachi Ward,4.0,3LDK,60,2006.0,RC,2017,Not yet,20000000
Adachi Ward,6.0,2LDK,55,2006.0,RC,2017,Not yet,19000000
Adachi Ward,4.0,4LDK,80,2008.0,RC,2016,Not yet,28000000
Adachi Ward,3.0,3LDK,60,2013.0,RC,2016,Not yet,28000000
Adachi Ward,4.0,1LDK,60,2006.0,RC,2016,Done,33000000
Adachi Ward,2.0,3LDK,60,2013.0,RC,2016,Not yet,27000000
Adachi Ward,1.0,1LDK,40,2014.0,RC,2016,Not yet,35000000
